Cell,Drug,ic50
ACH-000373,11640390,1.575626
ACH-000373,41867,-3.59304
ACH-000373,2907,3.599385
ACH-000373,24360,-4.361708
ACH-000373,148124,-5.455459
ACH-000373,126941,-1.184782
ACH-000373,444795,1.334683
ACH-000373,123631,2.606182
ACH-000373,24978538,0.228829
ACH-000373,5311,0.169092
ACH-000373,644241,1.634655
ACH-000373,44182295,-2.964614
ACH-000373,6918289,2.245744
ACH-000373,23725625,2.868162
ACH-000373,11960529,3.751002
ACH-000373,5328940,1.167121
ACH-000373,216326,4.013988
ACH-000373,6450551,2.038687
ACH-000373,11152667,-1.740108
ACH-000373,9943465,2.81531
ACH-000980,126565,-1.248153
ACH-000980,176158,5.251465
ACH-000980,6505803,-1.539115
ACH-000980,5311497,-3.447291
ACH-000980,11667893,4.993684
ACH-000980,5278396,5.255763
ACH-000980,10184653,1.555837
ACH-000980,24776445,3.399196
ACH-000980,24180719,5.198917
ACH-000980,11327430,2.697516
ACH-000980,16720766,-1.780284
ACH-000980,11488320,4.646613
ACH-000980,156422,5.089209
ACH-000980,11624601,4.494751
ACH-000980,51042438,1.822366
ACH-000980,24737642,1.664097
ACH-000980,10384072,1.345623
ACH-000980,11433190,4.493093
ACH-000980,208908,3.838417
ACH-000980,1401,4.989151
ACH-000980,9914412,1.160969
ACH-000980,24771867,-0.550709
ACH-000980,56649450,4.787129
ACH-000980,46930998,3.48418
ACH-000980,5330286,4.892766
ACH-000980,51001932,2.82097
ACH-000980,57345410,5.515869
ACH-000980,11977753,-2.54053
ACH-000980,17755052,1.82076
ACH-000980,25262965,0.531474
ACH-000980,9826528,2.227876
ACH-000980,24866313,3.144733
ACH-000980,10127622,3.54075
ACH-000980,9927531,2.911095
ACH-000980,2155128,2.865904
ACH-000980,3899,4.130762
ACH-000980,2314623,4.580508
ACH-000980,11404337,0.511686
ACH-000980,9938202,3.089631
ACH-000980,25227847,4.058833
ACH-000980,46883536,5.040656
ACH-000980,3385,6.010541
ACH-000980,68947304,3.865687
ACH-000980,11634725,3.631055
ACH-000980,16224745,3.510598
ACH-000980,3062316,3.715468
ACH-000980,36314,-0.869593
ACH-000980,4261,1.530911
ACH-000980,11626560,2.069289
ACH-000980,118704762,5.255763
ACH-000980,216239,1.902529
ACH-000980,11364421,-2.115201
ACH-000980,46926973,3.327375
ACH-000980,60838,0.617325
ACH-000980,5310940,3.35574
ACH-000980,117072552,5.077971
ACH-000980,51000408,5.254511
ACH-000980,25124816,2.816668
ACH-000980,59472121,4.131412
ACH-000980,72200024,5.254512
ACH-000980,42623951,4.986845
ACH-000980,49847690,4.350639
ACH-000980,53469448,3.415946
ACH-000980,78243717,5.255763
ACH-000980,24753719,5.243573
ACH-000980,57519544,3.424919
ACH-000980,46943432,2.227741
ACH-000980,9936746,1.427812
ACH-000980,71268957,2.948961
ACH-000980,60167849,3.722535
ACH-000980,59473233,4.06967
ACH-000980,44462758,4.734299
ACH-000980,44631912,3.822144
ACH-000980,71299339,3.927834
ACH-000980,1018,5.135139
ACH-000980,52918385,4.280644
ACH-000980,11609586,3.466306
ACH-000980,42642645,0.622871
ACH-000980,46907787,-0.304927
ACH-000980,71271629,4.134378
ACH-000980,56962337,2.260031
ACH-000980,176870,1.159648
ACH-000980,9931953,2.757627
ACH-000980,24958200,1.833559
ACH-000980,24856436,0.864929
ACH-000980,46926350,-2.810427
ACH-000980,60750,-2.859723
ACH-000980,387447,-4.711037
ACH-000980,2733526,2.824576
ACH-000980,104741,2.546991
ACH-000980,56962336,4.012779
ACH-000980,44632017,0.411276
ACH-000980,9813758,2.727606
ACH-000980,25099184,2.405634
ACH-000980,51039095,-0.231629
ACH-000980,24821094,4.360802
ACH-000980,70983932,5.13309
ACH-000980,46236925,-1.528643
ACH-000980,11655119,5.064628
ACH-000980,35397514,2.600949
ACH-000980,2802462,3.766543
ACH-000980,73555129,2.196369
ACH-000980,462382,-1.086797
ACH-000980,11707110,2.085609
ACH-000980,44462760,3.125916
ACH-000980,5394,5.81986
ACH-000980,5460769,2.7487
ACH-000980,49846579,1.190243
ACH-000980,11228183,-0.294143
ACH-000980,46843057,2.103407
ACH-000980,56645356,3.692932
ACH-000980,78209992,2.419991
ACH-000980,54761306,0.757602
ACH-000980,52913813,3.055775
ACH-000980,71496458,1.86411
ACH-000980,9933475,2.21633
ACH-000980,24788740,2.384423
ACH-000980,56941241,3.688538
ACH-000980,68107965,4.809214
ACH-000980,91668541,3.755004
ACH-000980,10385095,0.143947
ACH-000980,227681,5.302473
ACH-000980,9825149,3.266534
ACH-000980,46931953,3.579783
ACH-000980,68289010,0.871639
ACH-000980,992586,2.618915
ACH-000980,2984337,3.344088
ACH-000980,11178236,-4.835742
ACH-000980,71297207,3.855057
ACH-000980,104842,-5.873054
ACH-000980,25126798,4.640383
ACH-000980,11640390,4.199739
ACH-000980,41867,-2.184148
ACH-000980,2907,4.387514
ACH-000980,24360,-4.396837
ACH-000980,6710780,-4.461298
ACH-000980,84691,1.97595
ACH-000980,6253,-1.573166
ACH-000980,148124,-5.287153
ACH-000980,126941,1.530366
ACH-000980,123631,3.297779
ACH-000980,24978538,0.137119
ACH-000980,5311,1.479768
ACH-000980,644241,3.917739
ACH-000980,44182295,2.997673
ACH-000980,6918289,-0.734915
ACH-000980,23725625,2.963545
ACH-000980,11960529,4.331635
ACH-000980,5328940,2.463366
ACH-000980,216326,3.704384
ACH-000980,6450551,1.279284
ACH-000980,11152667,-0.355003
ACH-000980,9943465,3.644462
ACH-000693,126565,1.067339
ACH-000693,176158,4.80042
ACH-000693,6505803,-2.284523
ACH-000693,5311497,-4.599308
ACH-000693,11667893,5.123416
ACH-000693,5278396,5.117325
ACH-000693,10184653,0.877177
ACH-000693,24776445,4.881551
ACH-000693,24180719,4.060515
ACH-000693,11327430,2.978986
ACH-000693,16720766,0.232632
ACH-000693,11488320,1.301429
ACH-000693,156422,5.034109
ACH-000693,11624601,3.826183
ACH-000693,51042438,1.586112
ACH-000693,24737642,4.285945
ACH-000693,10384072,1.433467
ACH-000693,11433190,4.921274
ACH-000693,208908,2.496077
ACH-000693,1401,4.310915
ACH-000693,9914412,2.980849
ACH-000693,24771867,2.741088
ACH-000693,56649450,3.302419
ACH-000693,46930998,3.172296
ACH-000693,5330286,4.180595
ACH-000693,51001932,0.678348
ACH-000693,57345410,4.825238
ACH-000693,11977753,-2.070137
ACH-000693,17755052,1.31447
ACH-000693,25262965,-0.105144
ACH-000693,9826528,2.652128
ACH-000693,24866313,2.355468
ACH-000693,10127622,3.827966
ACH-000693,9927531,4.056535
ACH-000693,2155128,1.636886
ACH-000693,3899,5.002028
ACH-000693,2314623,4.667578
ACH-000693,11404337,0.154253
ACH-000693,9938202,2.87198
ACH-000693,25227847,2.506626
ACH-000693,46883536,5.069034
ACH-000693,3385,2.318998
ACH-000693,68947304,4.964743
ACH-000693,11634725,3.328
ACH-000693,16224745,3.397362
ACH-000693,3062316,-0.245181
ACH-000693,36314,-4.821788
ACH-000693,4261,3.381717
ACH-000693,11626560,2.482227
ACH-000693,118704762,4.899806
ACH-000693,216239,2.237982
ACH-000693,11364421,-2.241457
ACH-000693,46926973,3.630432
ACH-000693,60838,3.099618
ACH-000693,5310940,2.164033
ACH-000693,117072552,3.372729
ACH-000693,51000408,2.596066
ACH-000693,25124816,4.861527
ACH-000693,59472121,1.301977
ACH-000693,72200024,3.483834
ACH-000693,42623951,4.927283
ACH-000693,49847690,1.931184
ACH-000693,53469448,3.100668
ACH-000693,78243717,5.037791
ACH-000693,24753719,5.094991
ACH-000693,57519544,4.949636
ACH-000693,46943432,3.956958
ACH-000693,9936746,3.116861
ACH-000693,71268957,2.540482
ACH-000693,60167849,5.080396
ACH-000693,59473233,2.778594
ACH-000693,44462758,3.027794
ACH-000693,44631912,3.697008
ACH-000693,71299339,4.959284
ACH-000693,1018,5.006825
ACH-000693,52918385,6.069653
ACH-000693,11609586,4.14654
ACH-000693,42642645,1.156753
ACH-000693,46907787,3.213656
ACH-000693,71271629,4.142761
ACH-000693,56962337,1.661913
ACH-000693,176870,0.990813
ACH-000693,9931953,3.64843
ACH-000693,24958200,5.040201
ACH-000693,24856436,-0.325314
ACH-000693,46926350,-3.752364
ACH-000693,60750,1.002289
ACH-000693,387447,-5.18754
ACH-000693,2733526,3.956578
ACH-000693,104741,2.883371
ACH-000693,56962336,4.632176
ACH-000693,44632017,1.039415
ACH-000693,9813758,2.252803
ACH-000693,25099184,2.625831
ACH-000693,51039095,2.28954
ACH-000693,24821094,2.241444
ACH-000693,70983932,5.123416
ACH-000693,46236925,-1.5543
ACH-000693,11655119,4.91687
ACH-000693,35397514,3.394608
ACH-000693,2802462,3.251617
ACH-000693,73555129,4.595597
ACH-000693,462382,-1.226254
ACH-000693,11707110,1.389188
ACH-000693,44462760,4.995352
ACH-000693,5394,5.566782
ACH-000693,5460769,1.938265
ACH-000693,49846579,2.934918
ACH-000693,11228183,2.980745
ACH-000693,46843057,1.920318
ACH-000693,56645356,4.704168
ACH-000693,78209992,0.731629
ACH-000693,54761306,1.065264
ACH-000693,52913813,4.339465
ACH-000693,71496458,0.773025
ACH-000693,9933475,1.639597
ACH-000693,24788740,2.372103
ACH-000693,56941241,3.907054
ACH-000693,70676303,0.490254
ACH-000693,68107965,3.885422
ACH-000693,91668541,4.95307
ACH-000693,10385095,-0.00475
ACH-000693,227681,5.384255
ACH-000693,9825149,2.306665
ACH-000693,46931953,2.57945
ACH-000693,68289010,1.423498
ACH-000693,992586,2.746546
ACH-000693,2984337,3.902186
ACH-000693,11178236,-3.904219
ACH-000693,71297207,3.818824
ACH-000693,104842,3.147623
ACH-000693,25126798,4.537913
ACH-000693,11640390,3.772717
ACH-000693,41867,-1.086161
ACH-000693,2907,4.857422
ACH-000693,24360,-1.117451
ACH-000693,6710780,-4.772435
ACH-000693,84691,2.603526
ACH-000693,6253,2.519035
ACH-000693,148124,-5.979552
ACH-000693,126941,-3.710331
ACH-000693,123631,1.853055
ACH-000693,24978538,2.374273
ACH-000693,5311,2.190589
ACH-000693,644241,2.758849
ACH-000693,44182295,4.013647
ACH-000693,6918289,0.872181
ACH-000693,23725625,4.468509
ACH-000693,11960529,5.034169
ACH-000693,5328940,1.44326
ACH-000693,216326,5.121181
ACH-000693,6450551,3.737244
ACH-000693,11152667,-1.014084
ACH-000693,9943465,1.863108
ACH-000311,126565,-1.206745
ACH-000311,176158,3.765592
ACH-000311,6505803,-1.685861
ACH-000311,5311497,-5.980088
ACH-000311,11667893,5.054957
ACH-000311,5278396,3.991245
ACH-000311,10184653,0.457159
ACH-000311,24776445,4.771791
ACH-000311,24180719,3.305709
ACH-000311,11327430,2.804608
ACH-000311,16720766,0.111911
ACH-000311,11488320,2.482612
ACH-000311,156422,4.747045
ACH-000311,11624601,4.768162
ACH-000311,51042438,1.065532
ACH-000311,24737642,4.825836
ACH-000311,10384072,0.775378
ACH-000311,11433190,4.012991
ACH-000311,208908,2.015478
ACH-000311,1401,2.884032
ACH-000311,9914412,1.669266
ACH-000311,24771867,-2.563289
ACH-000311,56649450,1.190184
ACH-000311,46930998,1.641682
ACH-000311,5330286,2.428246
ACH-000311,51001932,-0.379901
ACH-000311,57345410,5.228689
ACH-000311,11977753,-2.938699
ACH-000311,17755052,7.4e-05
ACH-000311,25262965,-1.034114
ACH-000311,9826528,-2.674948
ACH-000311,24866313,-0.219053
ACH-000311,10127622,0.25685
ACH-000311,9927531,4.189889
ACH-000311,2155128,0.365711
ACH-000311,3899,3.726497
ACH-000311,2314623,4.963126
ACH-000311,11404337,-1.031546
ACH-000311,9938202,3.167869
ACH-000311,25227847,2.968496
ACH-000311,46883536,4.327655
ACH-000311,3385,0.989714
ACH-000311,68947304,5.001639
ACH-000311,11634725,0.727908
ACH-000311,16224745,1.249326
ACH-000311,3062316,2.529303
ACH-000311,36314,-5.23502
ACH-000311,4261,-1.185036
ACH-000311,11626560,1.207105
ACH-000311,118704762,4.957521
ACH-000311,216239,2.03348
ACH-000311,11364421,-2.474365
ACH-000311,46926973,3.195214
ACH-000311,60838,2.096421
ACH-000311,5310940,2.563938
ACH-000311,117072552,3.084759
ACH-000311,51000408,2.4626
ACH-000311,25124816,3.899246
ACH-000311,59472121,-0.146644
ACH-000311,72200024,2.261431
ACH-000311,42623951,3.925131
ACH-000311,49847690,1.327288
ACH-000311,53469448,2.07614
ACH-000311,78243717,5.055581
ACH-000311,24753719,3.783184
ACH-000311,57519544,3.070529
ACH-000311,46943432,2.175278
ACH-000311,9936746,0.989771
ACH-000311,71268957,1.683015
ACH-000311,60167849,2.608753
ACH-000311,59473233,2.813263
ACH-000311,44462758,1.875216
ACH-000311,44631912,3.057658
ACH-000311,71299339,3.178765
ACH-000311,1018,3.841223
ACH-000311,52918385,2.69405
ACH-000311,11609586,4.044409
ACH-000311,42642645,0.057326
ACH-000311,46907787,1.573546
ACH-000311,71271629,3.259723
ACH-000311,56962337,1.296772
ACH-000311,176870,0.570652
ACH-000311,9931953,2.587809
ACH-000311,24958200,3.325537
ACH-000311,24856436,-0.792537
ACH-000311,46926350,-3.542533
ACH-000311,60750,-2.635625
ACH-000311,387447,-4.206931
ACH-000311,2733526,3.052771
ACH-000311,104741,2.792033
ACH-000311,56962336,4.474857
ACH-000311,44632017,-0.017262
ACH-000311,9813758,1.466357
ACH-000311,25099184,0.040211
ACH-000311,51039095,1.43183
ACH-000311,24821094,2.938589
ACH-000311,70983932,4.803474
ACH-000311,46236925,-1.741839
ACH-000311,11655119,4.447374
ACH-000311,35397514,3.717995
ACH-000311,2802462,2.352043
ACH-000311,73555129,2.572193
ACH-000311,462382,-0.419993
ACH-000311,11707110,-3.946024
ACH-000311,44462760,4.336514
ACH-000311,5394,5.96889
ACH-000311,5460769,3.167618
ACH-000311,49846579,0.862323
ACH-000311,11228183,2.000056
ACH-000311,46843057,0.927341
ACH-000311,56645356,4.08526
ACH-000311,78209992,1.689424
ACH-000311,54761306,0.807202
ACH-000311,52913813,2.266715
ACH-000311,71496458,0.751924
ACH-000311,9933475,2.106341
ACH-000311,24788740,1.142711
ACH-000311,56941241,2.232596
ACH-000311,70676303,-0.917461
ACH-000311,68107965,3.758513
ACH-000311,91668541,3.73462
ACH-000311,10385095,-0.119731
ACH-000311,227681,4.928985
ACH-000311,9825149,-0.180295
ACH-000311,46931953,3.745509
ACH-000311,68289010,1.444386
ACH-000311,992586,2.262141
ACH-000311,2984337,2.316311
ACH-000311,11178236,-1.870065
ACH-000311,71297207,4.14999
ACH-000311,104842,-4.371161
ACH-000311,25126798,3.412867
ACH-000311,11640390,1.760867
ACH-000311,41867,0.478749
ACH-000311,2907,3.503781
ACH-000311,24360,-2.90564
ACH-000311,6710780,-7.128166
ACH-000311,84691,2.847195
ACH-000311,6253,1.507869
ACH-000311,148124,-6.925399
ACH-000311,126941,-4.273572
ACH-000311,123631,1.513878
ACH-000311,24978538,2.426267
ACH-000311,5311,0.804768
ACH-000311,644241,2.469528
ACH-000311,44182295,-1.412123
ACH-000311,6918289,1.033876
ACH-000311,23725625,3.660324
ACH-000311,11960529,4.602095
ACH-000311,5328940,2.561321
ACH-000311,216326,3.613272
ACH-000311,6450551,0.853825
ACH-000311,11152667,-0.859883
ACH-000311,9943465,1.327334
ACH-000493,126565,1.074696
ACH-000493,176158,5.599187
ACH-000493,6505803,1.28371
ACH-000493,5311497,-1.882167
ACH-000493,11667893,6.091415
ACH-000493,5278396,6.026865
ACH-000493,10184653,2.061228
ACH-000493,24776445,6.090609
ACH-000493,24180719,4.855331
ACH-000493,11327430,3.313232
ACH-000493,16720766,3.173792
ACH-000493,11488320,5.477471
ACH-000493,156422,5.88519
ACH-000493,11624601,6.046261
ACH-000493,51042438,2.551972
ACH-000493,24737642,4.648945
ACH-000493,10384072,2.704622
ACH-000493,11433190,5.109265
ACH-000493,208908,4.208995
ACH-000493,1401,4.074168
ACH-000493,9914412,2.666461
ACH-000493,24771867,2.902749
ACH-000493,56649450,3.261566
ACH-000493,46930998,2.733119
ACH-000493,5330286,4.709534
ACH-000493,51001932,2.26847
ACH-000493,57345410,6.320898
ACH-000493,11977753,-1.68546
ACH-000493,17755052,1.498379
ACH-000493,25262965,-1.005672
ACH-000493,9826528,2.117326
ACH-000493,24866313,2.994673
ACH-000493,10127622,4.624322
ACH-000493,9927531,5.357983
ACH-000493,2155128,3.266283
ACH-000493,3899,6.170676
ACH-000493,2314623,5.82903
ACH-000493,11404337,0.04247
ACH-000493,9938202,5.744788
ACH-000493,25227847,3.804749
ACH-000493,46883536,5.9259
ACH-000493,3385,4.392489
ACH-000493,68947304,4.141371
ACH-000493,11634725,4.147466
ACH-000493,16224745,4.36705
ACH-000493,3062316,0.069478
ACH-000493,36314,-1.903356
ACH-000493,4261,3.268537
ACH-000493,11626560,2.450398
ACH-000493,118704762,6.57971
ACH-000493,216239,4.110139
ACH-000493,11364421,0.401183
ACH-000493,46926973,6.170989
ACH-000493,60838,3.43631
ACH-000493,5310940,6.196607
ACH-000493,117072552,6.279833
ACH-000493,51000408,6.377926
ACH-000493,25124816,5.289772
ACH-000493,59472121,5.124731
ACH-000493,72200024,1.926376
ACH-000493,42623951,3.738814
ACH-000493,49847690,1.285906
ACH-000493,53469448,5.101981
ACH-000493,78243717,4.656564
ACH-000493,24753719,3.258072
ACH-000493,57519544,5.809837
ACH-000493,46943432,3.048369
ACH-000493,9936746,2.374947
ACH-000493,71268957,3.462968
ACH-000493,60167849,5.937201
ACH-000493,59473233,2.827005
ACH-000493,44462758,2.310413
ACH-000493,44631912,4.195143
ACH-000493,71299339,5.353768
ACH-000493,1018,4.366967
ACH-000493,52918385,2.417976
ACH-000493,11609586,4.330875
ACH-000493,42642645,0.76437
ACH-000493,46907787,3.269097
ACH-000493,11455910,3.420568
ACH-000493,71271629,4.367202
ACH-000493,56962337,2.790879
ACH-000493,176870,4.482606
ACH-000493,9931953,4.964608
ACH-000493,24958200,3.552429
ACH-000493,24856436,0.636028
ACH-000493,46926350,-3.157993
ACH-000493,60750,0.294556
ACH-000493,387447,-4.505866
ACH-000493,2733526,4.698212
ACH-000493,104741,3.316604
ACH-000493,56962336,5.873202
ACH-000493,44632017,2.946766
ACH-000493,6914657,-4.416201
ACH-000493,9813758,4.654735
ACH-000493,25099184,1.968308
ACH-000493,51039095,4.725272
ACH-000493,24821094,4.938376
ACH-000493,70983932,6.17731
ACH-000493,46236925,-0.16529
ACH-000493,11655119,6.087996
ACH-000493,35397514,5.86264
ACH-000493,2802462,5.644218
ACH-000493,73555129,6.396107
ACH-000493,462382,-1.480612
ACH-000493,11707110,1.795696
ACH-000493,44462760,6.150925
ACH-000493,5394,6.142616
ACH-000493,5460769,5.742115
ACH-000493,49846579,2.920179
ACH-000493,11228183,2.7246
ACH-000493,46843057,2.686315
ACH-000493,56645356,5.694291
ACH-000493,78209992,4.110876
ACH-000493,54761306,3.313546
ACH-000493,52913813,2.818113
ACH-000493,71496458,3.302159
ACH-000493,9933475,2.092286
ACH-000493,24788740,3.895769
ACH-000493,56941241,5.706976
ACH-000493,70676303,0.587192
ACH-000493,68107965,5.531543
ACH-000493,91668541,4.685482
ACH-000493,10385095,1.175053
ACH-000493,227681,5.248014
ACH-000493,9825149,2.334279
ACH-000493,46931953,5.696179
ACH-000493,68289010,3.150407
ACH-000493,992586,2.746095
ACH-000493,2984337,2.990674
ACH-000493,11178236,-5.409834
ACH-000493,71297207,2.728588
ACH-000493,104842,3.61293
ACH-000493,25126798,6.061664
ACH-000493,11640390,4.964093
ACH-000493,41867,-1.044844
ACH-000493,2907,6.132485
ACH-000493,24360,-1.356123
ACH-000493,6710780,-4.189903
ACH-000493,84691,3.653204
ACH-000493,6253,2.504384
ACH-000493,148124,-3.521136
ACH-000493,126941,-1.577459
ACH-000493,123631,4.387153
ACH-000493,24978538,0.668547
ACH-000493,5311,2.142035
ACH-000493,644241,5.033862
ACH-000493,44182295,2.676013
ACH-000493,6918289,1.317656
ACH-000493,23725625,5.061556
ACH-000493,11960529,5.979408
ACH-000493,5328940,4.177007
ACH-000493,216326,6.124404
ACH-000493,6450551,5.326671
ACH-000493,11152667,0.405117
ACH-000493,9943465,4.415066
ACH-000890,126565,0.972012
ACH-000890,176158,7.415761
ACH-000890,6505803,2.44558
ACH-000890,5311497,-1.340294
ACH-000890,11667893,7.3601
ACH-000890,5278396,6.167716
ACH-000890,10184653,3.461083
ACH-000890,24776445,4.519885
ACH-000890,24180719,6.434763
ACH-000890,11327430,5.113737
ACH-000890,16720766,1.600632
ACH-000890,11488320,6.016394
ACH-000890,156422,7.420762
ACH-000890,11624601,7.482879
ACH-000890,51042438,5.454575
ACH-000890,24737642,3.688051
ACH-000890,10384072,3.335572
ACH-000890,11433190,7.272121
ACH-000890,208908,4.81425
ACH-000890,1401,5.74395
ACH-000890,9914412,3.081343
ACH-000890,24771867,3.633549
ACH-000890,56649450,5.492565
ACH-000890,46930998,6.064367
ACH-000890,5330286,4.898415
ACH-000890,51001932,4.751287
ACH-000890,57345410,7.503768
ACH-000890,11977753,0.393342
ACH-000890,17755052,2.699703
ACH-000890,25262965,1.800861
ACH-000890,9826528,0.28308
ACH-000890,24866313,1.75068
ACH-000890,10127622,2.356436
ACH-000890,9927531,6.948395
ACH-000890,2155128,3.725834
ACH-000890,3899,5.615267
ACH-000890,2314623,7.126564
ACH-000890,11404337,1.267506
ACH-000890,9938202,5.054208
ACH-000890,25227847,4.365354
ACH-000890,46883536,5.444544
ACH-000890,3385,6.486413
ACH-000890,68947304,6.243319
ACH-000890,11634725,3.338918
ACH-000890,16224745,4.349942
ACH-000890,3062316,0.071832
ACH-000890,36314,-0.825779
ACH-000890,4261,3.070573
ACH-000890,11626560,3.816819
ACH-000890,118704762,5.818374
ACH-000890,216239,5.990492
ACH-000890,11364421,1.847833
ACH-000890,46926973,5.936848
ACH-000890,60838,3.513732
ACH-000890,5310940,6.434531
ACH-000890,117072552,5.998619
ACH-000890,51000408,4.941522
ACH-000890,25124816,6.491336
ACH-000890,59472121,4.702951
ACH-000890,72200024,6.33486
ACH-000890,42623951,6.081406
ACH-000890,49847690,1.235694
ACH-000890,53469448,5.870724
ACH-000890,78243717,7.206696
ACH-000890,24753719,6.651149
ACH-000890,57519544,6.222376
ACH-000890,46943432,3.371732
ACH-000890,9936746,2.040335
ACH-000890,71268957,4.085595
ACH-000890,60167849,6.18248
ACH-000890,59473233,3.775992
ACH-000890,44462758,3.293695
ACH-000890,44631912,5.965104
ACH-000890,71299339,5.65416
ACH-000890,1018,5.298795
ACH-000890,52918385,5.246849
ACH-000890,11609586,6.277373
ACH-000890,42642645,1.689205
ACH-000890,46907787,2.586645
ACH-000890,11455910,4.224941
ACH-000890,71271629,5.232103
ACH-000890,56962337,3.652242
ACH-000890,176870,6.002349
ACH-000890,9931953,5.834886
ACH-000890,24958200,5.175537
ACH-000890,24856436,1.500436
ACH-000890,46926350,-1.138565
ACH-000890,60750,0.057424
ACH-000890,387447,-3.29935
ACH-000890,2733526,6.742147
ACH-000890,104741,4.844335
ACH-000890,56962336,6.607513
ACH-000890,44632017,5.768483
ACH-000890,6914657,-3.365914
ACH-000890,9813758,5.002573
ACH-000890,25099184,2.371188
ACH-000890,51039095,5.800105
ACH-000890,24821094,6.68246
ACH-000890,70983932,7.492895
ACH-000890,46236925,0.946789
ACH-000890,11655119,6.266398
ACH-000890,35397514,4.698264
ACH-000890,2802462,5.493919
ACH-000890,73555129,6.208238
ACH-000890,462382,-1.349874
ACH-000890,11707110,-0.105101
ACH-000890,44462760,5.945104
ACH-000890,5394,8.221839
ACH-000890,5460769,8.9368
ACH-000890,49846579,4.726075
ACH-000890,11228183,5.445179
ACH-000890,46843057,5.831575
ACH-000890,56645356,5.886698
ACH-000890,78209992,5.265846
ACH-000890,54761306,4.032653
ACH-000890,52913813,6.086614
ACH-000890,71496458,4.05375
ACH-000890,9933475,5.119163
ACH-000890,24788740,7.067401
ACH-000890,56941241,5.850699
ACH-000890,70676303,2.182884
ACH-000890,68107965,7.106355
ACH-000890,91668541,7.012984
ACH-000890,10385095,1.990851
ACH-000890,227681,7.192259
ACH-000890,9825149,4.422058
ACH-000890,46931953,6.87199
ACH-000890,68289010,4.663847
ACH-000890,992586,2.831647
ACH-000890,2984337,4.596278
ACH-000890,11178236,-5.871213
ACH-000890,71297207,6.036444
ACH-000890,104842,2.65042
ACH-000890,25126798,6.084082
ACH-000890,11640390,5.786706
ACH-000890,41867,1.226614
ACH-000890,2907,7.039471
ACH-000890,24360,-1.258022
ACH-000890,6710780,-2.295264
ACH-000890,84691,6.801464
ACH-000890,6253,4.04192
ACH-000890,148124,-3.926577
ACH-000890,126941,4.103804
ACH-000890,123631,5.775012
ACH-000890,24978538,5.033846
ACH-000890,5311,3.537846
ACH-000890,644241,5.985214
ACH-000890,44182295,1.590335
ACH-000890,6918289,2.934033
ACH-000890,23725625,5.96037
ACH-000890,11960529,5.838978
ACH-000890,5328940,4.590943
ACH-000890,216326,5.144192
ACH-000890,6450551,5.784596
ACH-000890,11152667,1.922749
ACH-000890,9943465,5.433224
ACH-000438,126565,-1.333505
ACH-000438,176158,6.300213
ACH-000438,6505803,-1.465225
ACH-000438,5311497,-3.509609
ACH-000438,11667893,6.285178
ACH-000438,5278396,6.252943
ACH-000438,10184653,1.857927
ACH-000438,24776445,4.291724
ACH-000438,24180719,5.853795
ACH-000438,11327430,3.268712
ACH-000438,16720766,0.246103
ACH-000438,11488320,3.554073
ACH-000438,156422,6.312486
ACH-000438,11624601,5.082543
ACH-000438,51042438,1.526423
ACH-000438,24737642,3.487745
ACH-000438,10384072,1.226533
ACH-000438,11433190,5.404144
ACH-000438,208908,4.321183
ACH-000438,1401,3.459579
ACH-000438,9914412,3.420499
ACH-000438,24771867,4.149789
ACH-000438,56649450,2.068833
ACH-000438,46930998,2.939402
ACH-000438,5330286,4.998238
ACH-000438,51001932,0.289122
ACH-000438,57345410,6.055323
ACH-000438,11977753,-1.900964
ACH-000438,17755052,1.074658
ACH-000438,25262965,-1.541159
ACH-000438,9826528,-2.455788
ACH-000438,24866313,-1.680308
ACH-000438,10127622,-0.178882
ACH-000438,9927531,6.328553
ACH-000438,2155128,-0.41339
ACH-000438,3899,4.268056
ACH-000438,2314623,5.276319
ACH-000438,11404337,0.273691
ACH-000438,9938202,4.75518
ACH-000438,25227847,4.606596
ACH-000438,46883536,6.037309
ACH-000438,3385,3.825688
ACH-000438,68947304,5.734802
ACH-000438,11634725,-0.368382
ACH-000438,16224745,2.916711
ACH-000438,3062316,5.174495
ACH-000438,36314,-2.857048
ACH-000438,4261,3.074517
ACH-000438,11626560,1.622952
ACH-000438,118704762,4.184894
ACH-000438,216239,2.902685
ACH-000438,11364421,-1.680636
ACH-000438,46926973,4.827936
ACH-000438,60838,2.61934
ACH-000438,5310940,3.309013
ACH-000438,117072552,4.040992
ACH-000438,51000408,4.07744
ACH-000438,25124816,3.085829
ACH-000438,59472121,3.106032
ACH-000438,72200024,2.406858
ACH-000438,42623951,5.659952
ACH-000438,49847690,0.593083
ACH-000438,53469448,3.539136
ACH-000438,78243717,6.328553
ACH-000438,24753719,4.915858
ACH-000438,57519544,5.184897
ACH-000438,46943432,3.108109
ACH-000438,9936746,2.484814
ACH-000438,71268957,3.917233
ACH-000438,60167849,4.891162
ACH-000438,59473233,3.845216
ACH-000438,44462758,2.564521
ACH-000438,44631912,4.204144
ACH-000438,71299339,4.213921
ACH-000438,1018,5.184456
ACH-000438,52918385,6.058279
ACH-000438,11609586,2.509938
ACH-000438,42642645,0.939927
ACH-000438,46907787,1.861307
ACH-000438,11455910,0.943754
ACH-000438,71271629,5.510411
ACH-000438,56962337,3.286433
ACH-000438,176870,2.99696
ACH-000438,9931953,3.825773
ACH-000438,24958200,3.051183
