Cell,Drug,ic50
ACH-000124,25102847,2.259216071
ACH-000341,24951314,2.230307006
ACH-000341,5208,1.42070836
ACH-000341,9863776,0.158798183
ACH-000341,5746,3.367501461
ACH-000341,4261,2.110156161
ACH-000341,24756910,0.103837015
ACH-000341,44143370,4.193533761
ACH-000341,10027278,3.880280735
ACH-000341,56965967,4.115574256
ACH-000341,16747388,3.351017541
ACH-000341,25222038,2.16700564
ACH-000341,637858,2.19474497
ACH-000254,9884685,3.27848117
ACH-000254,24951314,2.292220053
ACH-000254,53302361,2.018049592
ACH-000254,9863776,2.215600414
ACH-000254,46224516,4.926754924
ACH-000254,3218,3.202462389
ACH-000254,46885626,3.178383742
ACH-000254,3463933,2.929143354
ACH-000254,44143370,4.120382802
ACH-000254,10027278,2.997016462
ACH-000254,5289247,2.398504839
ACH-000254,56965967,4.261508558
ACH-000254,10109823,2.940695973
ACH-000254,521106,4.573956397
ACH-000254,16722836,3.322755759
ACH-000254,31703,-1.554003543
ACH-000254,44551660,3.566146142
ACH-000254,6918638,1.340942279
ACH-000254,53340664,3.331659946
ACH-000107,53302361,1.963819151
ACH-000107,9863776,2.800842713
ACH-000107,42640,4.24393138
ACH-000107,3218,4.565576728
ACH-000107,44143370,4.316762437
ACH-000107,10027278,2.818546193
ACH-000107,25195352,3.999691393
ACH-000019,24951314,2.97635139
ACH-000019,53302361,0.797611527
ACH-000019,9863776,1.678228916
ACH-000019,36462,0.283341109
ACH-000019,3218,2.792814245
ACH-000019,82146,2.99721674
ACH-000019,521106,1.891404486
ACH-000019,637858,1.951353462
ACH-000378,11754511,2.288193515
ACH-000378,10074640,3.509592545
ACH-000378,24951314,1.357105864
ACH-000378,176167,3.950865745
ACH-000378,11404337,-0.391335377
ACH-000378,6852167,3.779884035
ACH-000378,25257557,2.988092884
ACH-000378,5208,0.816968589
ACH-000378,53302361,1.646024378
ACH-000378,36462,2.046053366
ACH-000378,46224516,3.764997626
ACH-000378,24756910,0.269022985
ACH-000378,44143370,4.122922107
ACH-000378,10027278,3.196105733
ACH-000378,5289247,4.236224012
ACH-000378,11282283,4.142849859
ACH-000378,25262965,0.877829843
ACH-000378,9956222,2.181916908
ACH-000378,10109823,2.932417651
ACH-000378,11455910,-0.402727784
ACH-000378,85668777,3.590363485
ACH-000378,31703,-1.506723887
ACH-000378,44551660,2.257962938
ACH-000378,53340664,2.822958226
ACH-000378,6710780,-5.763951465
ACH-000361,24951314,2.121964422
ACH-000361,9863776,-0.279861331
ACH-000361,36462,-0.920747525
ACH-000361,46224516,4.380117465
ACH-000361,42640,2.689200692
ACH-000361,3218,3.720732608
ACH-000361,10027278,2.487499867
ACH-000361,56965967,3.886717766
ACH-000361,11282283,3.819435069
ACH-000361,10109823,2.577784548
ACH-000361,521106,4.811218797
ACH-000361,637858,1.776773921
ACH-000361,10077147,1.716677339
ACH-000361,4263900,2.736125384
ACH-000361,6918638,2.169380944
ACH-000361,53340664,2.762470597
ACH-000050,9863776,-0.373898228
ACH-000050,6918454,1.721207157
ACH-000050,444795,2.800384197
ACH-000050,637858,2.408285989
ACH-000050,300471,-5.787238515
ACH-000980,24951314,1.331933852
ACH-000980,9863776,2.962415269
ACH-000980,24756910,0.052279228
ACH-000980,44143370,4.237066422
ACH-000980,10027278,3.637971423
ACH-000980,637858,3.197583163
ACH-000980,31703,-0.23565728
ACH-000858,9863776,1.458954588
ACH-000858,637858,2.469337822
ACH-000439,24951314,0.148906783
ACH-000439,5208,1.229525648
ACH-000439,5746,2.288818064
ACH-000439,46224516,3.956638736
ACH-000439,10027278,2.794115473
ACH-000439,16760646,0.604875899
ACH-000439,25195352,4.136451585
ACH-000439,16722836,3.347329333
ACH-000439,637858,3.202240699
ACH-000222,24951314,2.560920229
ACH-000222,46224516,4.439792225
ACH-000374,10074640,4.235558086
ACH-000374,24951314,0.468995347
ACH-000374,6852167,3.788910786
ACH-000374,9863776,2.702537729
ACH-000374,6914657,-1.066170923
ACH-000374,46224516,4.998116122
ACH-000374,3218,3.084026464
ACH-000374,82146,2.664550518
ACH-000374,44143370,3.944949863
ACH-000374,10027278,3.928041901
ACH-000374,5289247,3.7699663
ACH-000374,25195352,4.098741306
ACH-000374,521106,4.696463003
ACH-000374,16722836,3.201516697
ACH-000374,637858,2.29233754
ACH-000374,300471,-3.618487791
ACH-000374,44551660,3.205929014
ACH-000374,53340664,3.208424572
ACH-000905,9884685,2.869808758
ACH-000905,10074640,4.269923986
ACH-000905,6852167,3.897109097
ACH-000905,53302361,0.478757069
ACH-000905,9863776,3.131717409
ACH-000905,36462,1.024133814
ACH-000905,46224516,3.488695966
ACH-000905,42640,3.650436151
ACH-000905,3218,4.299113613
ACH-000905,3463933,3.469975375
ACH-000905,44143370,3.94644436
ACH-000905,5289247,3.574467089
ACH-000905,9967941,4.312889168
ACH-000905,25195352,4.139626631
ACH-000905,46191454,3.339802322
ACH-000905,16747388,3.327647398
ACH-000905,10109823,2.316755701
ACH-000905,11647372,1.57924261
ACH-000905,521106,4.731859284
ACH-000905,16722836,2.539552539
ACH-000905,637858,3.079485933
ACH-000905,11455910,-0.063713674
ACH-000905,44551660,3.227447368
ACH-000905,53340664,2.768371985
ACH-000628,10074640,4.269336465
ACH-000628,24951314,1.871833586
ACH-000628,6852167,3.938668168
ACH-000628,25257557,3.346122992
ACH-000628,159324,3.029159444
ACH-000628,9863776,1.38098321
ACH-000628,5746,1.591657387
ACH-000628,46224516,3.262436298
ACH-000628,3218,3.945037456
ACH-000628,3463933,3.596804691
ACH-000628,44143370,4.154881197
ACH-000628,10027278,3.454301306
ACH-000628,5289247,3.196620824
ACH-000628,521106,4.810788451
ACH-000628,16722836,3.239439467
ACH-000628,637858,1.991697795
ACH-000628,44551660,3.977076412
ACH-000857,9884685,1.688136491
ACH-000857,11754511,3.148321099
ACH-000857,10074640,4.21069155
ACH-000857,25257557,1.329960912
ACH-000857,9863776,2.128122601
ACH-000857,46224516,5.18214018
ACH-000857,42640,3.367055955
ACH-000857,3218,3.301566158
ACH-000857,46885626,1.870318046
ACH-000857,3463933,2.431450996
ACH-000857,44143370,4.132436353
ACH-000857,5289247,3.812173538
ACH-000857,10200390,2.313781287
ACH-000857,49806720,2.337741402
ACH-000857,521106,3.168025944
ACH-000857,16722836,3.047914951
ACH-000857,637858,3.06693106
ACH-000857,300471,-2.950899653
ACH-000857,44551660,2.376741396
ACH-000857,53340664,3.206623287
ACH-000061,11754511,2.642451846
ACH-000061,10074640,4.074161784
ACH-000061,24951314,-0.301205416
ACH-000061,9863776,1.271318822
ACH-000061,36462,3.299281018
ACH-000061,46224516,1.928537886
ACH-000061,9903786,2.737124885
ACH-000061,5329102,2.892865366
ACH-000061,3463933,4.479089943
ACH-000061,9868037,3.249495847
ACH-000061,44143370,3.056512381
ACH-000061,10027278,2.835012281
ACH-000061,5289247,3.959245268
ACH-000061,16760646,-0.53606624
ACH-000061,16747388,2.085328457
ACH-000061,9956222,1.433355296
ACH-000061,16722836,1.965299293
ACH-000061,637858,1.966072586
ACH-000061,9810884,3.362696048
ACH-000061,44551660,2.425324695
ACH-000061,53340664,1.878027502
ACH-000951,42640,4.258409696
ACH-000951,3218,2.891641441
ACH-000951,521106,3.684911781
ACH-000951,637858,2.409671323
ACH-000951,10113978,2.707235631
ACH-000951,4263900,2.434324563
ACH-000092,5208,3.932840693
ACH-000092,53302361,1.778802011
ACH-000092,9863776,1.835935827
ACH-000092,5746,3.504491439
ACH-000092,637858,2.122025543
ACH-000178,3218,3.369653283
ACH-000178,10027278,2.97601628
ACH-000178,6918638,4.036129456
ACH-000228,24951314,2.669972477
ACH-000228,11404337,-0.621765921
ACH-000228,53302361,1.065707891
ACH-000228,159324,2.141237067
ACH-000228,36462,1.125021862
ACH-000228,3218,3.922708482
ACH-000228,6918848,1.59577043
ACH-000228,3463933,3.355848595
ACH-000228,10027278,2.192060555
ACH-000228,521106,4.091986976
ACH-000228,6918638,1.923094551
ACH-000665,9952773,4.263963027
ACH-000665,10074640,4.105753119
ACH-000665,24951314,1.701179548
ACH-000665,36462,0.769724585
ACH-000665,46224516,3.210263269
ACH-000665,3218,2.90346443
ACH-000665,9903786,4.208490307
ACH-000665,44143370,3.47627218
ACH-000665,5289247,3.318690374
ACH-000665,6918454,2.935035533
ACH-000665,10109823,2.23740641
ACH-000665,521106,3.811459108
ACH-000665,637858,3.005996409
ACH-000665,11455910,0.611436834
ACH-000665,10077147,1.604600611
ACH-000665,44551660,1.311338407
ACH-000248,10074640,4.200371063
ACH-000248,24951314,1.116113907
ACH-000248,176167,3.661966011
ACH-000248,6852167,4.179420411
ACH-000248,159324,2.335376631
ACH-000248,36462,2.12720676
ACH-000248,46224516,4.517899835
ACH-000248,44143370,4.167054467
ACH-000248,10027278,2.249397685
ACH-000248,10109823,1.774176685
ACH-000248,521106,4.525502065
ACH-000248,637858,2.516436469
ACH-000248,300471,-3.398181295
ACH-000248,31703,-2.573616833
ACH-000248,4263900,2.868174661
ACH-000248,44551660,3.422650815
ACH-000338,9952773,3.927355565
ACH-000338,208908,1.72329562
ACH-000338,11228183,0.597502728
ACH-000338,176167,3.953001296
ACH-000338,9914412,0.531561228
ACH-000338,462382,-1.249649929
ACH-000338,11404337,-1.441037469
ACH-000338,91668541,1.921168672
ACH-000338,25227847,2.061509938
ACH-000338,51001932,3.201137251
ACH-000338,9863776,-0.18537238
ACH-000338,6914657,-5.647431137
ACH-000338,160355,3.187545985
ACH-000338,66577006,3.416316077
ACH-000338,52918385,3.537705931
ACH-000338,46224516,2.167210289
ACH-000338,42640,3.036643586
ACH-000338,9933475,2.162773836
ACH-000338,4261,1.187441608
ACH-000338,44462758,1.741224781
ACH-000338,60167849,3.051628988
ACH-000338,216239,2.513694639
ACH-000338,5311,-0.658540922
ACH-000338,10385095,-1.795552218
ACH-000338,10384072,-0.061197969
ACH-000338,5329102,1.057413481
ACH-000338,42642645,-0.436576967
ACH-000338,11178236,-5.471967352
ACH-000338,3463933,2.842750412
ACH-000338,9868037,3.156912693
ACH-000338,53469448,1.802967669
ACH-000338,44143370,2.725000944
ACH-000338,71496458,-0.519786312
ACH-000338,5394,4.797166845
ACH-000338,5289247,4.061207929
ACH-000338,3899,3.530573614
ACH-000338,16760646,-0.920378324
ACH-000338,992586,1.984693598
ACH-000338,70676303,1.375450176
ACH-000338,54761306,-1.196130382
ACH-000338,25262965,-0.599125438
ACH-000338,387447,-7.870995731
ACH-000338,16747388,2.873504478
ACH-000338,9825149,2.331715332
ACH-000338,20635522,2.976412056
ACH-000338,9549184,2.011662578
ACH-000338,49847690,0.168492385
ACH-000338,521106,2.428769764
ACH-000338,637858,2.135283429
ACH-000338,11455910,-0.724881241
ACH-000338,17755052,1.039937581
ACH-000338,300471,-3.903155003
ACH-000338,44632017,-0.301386453
ACH-000338,2733526,2.305531749
ACH-000338,44551660,1.604276628
ACH-000338,11609586,1.733012457
ACH-000338,53340664,2.879564738
ACH-000338,25102847,2.322059129
ACH-000129,9863776,2.030905189
ACH-000129,6914657,-4.429310998
ACH-000129,637858,2.235006767
ACH-000129,11455910,-0.37089556
ACH-000305,9863776,2.056764832
ACH-000305,5746,2.688535567
ACH-000305,6918848,2.30164869
ACH-000305,11282283,3.123418987
ACH-000305,637858,2.126763084
ACH-000305,11455910,-0.498773327
ACH-000305,300471,-3.775117819
ACH-000305,6918638,3.405230711
ACH-000722,24951314,2.109749682
ACH-000722,16722836,3.353980391
ACH-000722,4263900,2.471065712
ACH-000155,159324,3.334069633
ACH-000155,9863776,2.082638636
ACH-000155,36462,3.381427719
ACH-000155,3218,3.096385549
ACH-000155,82146,2.925634009
ACH-000155,3463933,3.119623063
ACH-000155,44143370,4.289318686
ACH-000155,11647372,2.214830085
ACH-000155,521106,4.633800863
ACH-000155,637858,2.586042709
ACH-000155,31703,-1.861821227
ACH-000911,24951314,2.215521278
ACH-000911,53302361,1.888960332
ACH-000911,159324,2.980304748
ACH-000911,9863776,1.930502824
ACH-000911,36462,0.752601862
ACH-000911,46224516,4.170757282
ACH-000911,3218,3.625930382
ACH-000911,6918848,1.210050095
ACH-000911,3463933,2.500480105
ACH-000911,10027278,2.962138468
ACH-000911,6918454,3.319947495
ACH-000911,521106,4.677191837
ACH-000911,637858,2.411841154
ACH-000911,11455910,0.643859718
ACH-000911,31703,-3.870333056
ACH-000911,6918638,1.510441605
ACH-000332,5208,3.030158943
ACH-000332,159324,3.967202109
ACH-000332,5746,3.514017989
ACH-000332,46224516,4.089626711
ACH-000332,44143370,4.229214173
ACH-000332,446378,-1.207513323
ACH-000332,6918638,3.61459574
ACH-000669,24951314,2.081216817
ACH-000669,11404337,2.47587608
ACH-000669,9863776,2.23919117
ACH-000669,36462,0.984110928
ACH-000669,46224516,3.965743363
ACH-000669,9933475,3.097788448
ACH-000669,5311,3.122732473
ACH-000669,42642645,2.391662945
ACH-000669,11178236,-5.89895668
ACH-000669,3463933,4.024505945
ACH-000669,44182295,2.023394265
ACH-000669,11152667,1.527151969
ACH-000669,5460769,4.93797045
ACH-000669,992586,3.214850591
ACH-000669,60750,-0.440134712
ACH-000669,16720766,2.10170341
ACH-000669,49847690,3.201093656
ACH-000669,41867,-0.730289394
ACH-000669,521106,4.798159819
ACH-000669,637858,2.733732496
ACH-000669,10184653,2.612543489
ACH-000669,44632017,1.998093925
ACH-000346,24951314,-0.010762361
ACH-000346,9863776,1.072201905
ACH-000346,5746,1.777119022
ACH-000346,46224516,3.043968617
ACH-000346,9903786,4.00455209
ACH-000346,44143370,4.09452951
ACH-000346,10027278,3.760998187
ACH-000346,25195352,3.845211932
ACH-000346,637858,1.496490215
ACH-000937,10074640,4.132463894
ACH-000937,24951314,-1.53975193
ACH-000937,25257557,0.397794853
ACH-000937,5208,-0.066969928
ACH-000937,159324,2.73147351
ACH-000937,36462,0.353331303
ACH-000937,24825971,2.038262762
ACH-000937,46224516,1.889113072
ACH-000937,42640,4.2144341
ACH-000937,3218,3.123168219
ACH-000937,9903786,2.04313326
ACH-000937,5329102,2.114181985
ACH-000937,46844147,2.263968948
ACH-000937,3463933,3.515486209
ACH-000937,44143370,3.971036852
ACH-000937,5289247,1.484586584
ACH-000937,16760646,-0.569599232
ACH-000937,10200390,1.818805397
ACH-000937,56965967,3.855935387
ACH-000937,25195352,3.91577619
ACH-000937,9956222,1.708101002
ACH-000937,10109823,2.939803081
ACH-000937,521106,2.762401614
ACH-000937,11455910,0.130090716
ACH-000937,446378,-4.049332012
ACH-000937,31703,-3.454693026
ACH-000937,44551660,1.285984085
ACH-000937,53340664,1.906293461
ACH-000937,25102847,2.201051065
ACH-000885,11754511,3.168412511
ACH-000885,10074640,4.237363884
ACH-000885,24951314,2.865506782
ACH-000885,9863776,1.008719041
ACH-000885,6914657,-4.542863934
ACH-000885,5746,0.948618693
ACH-000885,24756910,1.487361243
ACH-000885,6918848,1.862237826
ACH-000885,10027278,3.031179319
ACH-000885,11647372,2.24730687
ACH-000885,521106,4.333375291
ACH-000885,16722836,3.283646936
ACH-000885,637858,1.213052959
ACH-000885,31703,-0.447614762
ACH-000885,44551660,2.643426268
ACH-000885,6918638,2.479101778
ACH-000885,6445562,0.31228831
ACH-000403,11754511,2.990862482
ACH-000403,24951314,1.195229297
ACH-000403,16663089,1.629831569
ACH-000403,6852167,3.929122778
ACH-000403,159324,2.05707043
ACH-000403,24825971,2.103996449
ACH-000403,46224516,3.812840678
ACH-000403,3218,4.052438995
ACH-000403,5329102,2.698118863
ACH-000403,3463933,3.006252942
ACH-000403,44143370,3.914106491
ACH-000403,16760646,-0.139197944
ACH-000403,11282283,0.848003831
ACH-000403,20635522,2.371165042
ACH-000403,521106,3.688345222
ACH-000403,16722836,1.790141965
ACH-000403,637858,1.950850566
ACH-000403,31703,-1.557093193
ACH-000403,44551660,2.667105432
ACH-000403,53340664,3.252550308
ACH-000434,10074640,4.307182848
ACH-000434,24951314,0.383708912
ACH-000434,5208,2.080249419
ACH-000434,159324,3.052520613
ACH-000434,9863776,2.442978203
ACH-000434,46224516,3.937406591
ACH-000434,3218,3.417925795
ACH-000434,82146,2.998960562
ACH-000434,44143370,3.808630475
ACH-000434,10027278,3.689254402
ACH-000434,5289247,3.895088035
ACH-000434,6918454,2.19256091
ACH-000434,16722836,3.288996332
ACH-000434,637858,2.804551275
ACH-000434,44551660,3.987798827
ACH-000491,11754511,0.96750838
ACH-000491,10074640,4.073852528
ACH-000491,24951314,2.812951418
ACH-000491,6852167,4.315368911
ACH-000491,9863776,2.297959326
ACH-000491,5746,2.021933831
ACH-000491,46224516,3.785321046
ACH-000491,24756910,2.032587098
ACH-000491,46844147,2.651473778
ACH-000491,44143370,4.077849858
ACH-000491,10027278,3.810415297
ACH-000491,6918454,2.94991638
ACH-000491,9956222,2.341126027
ACH-000491,637858,1.759323773
ACH-000491,11455910,-0.356876989
ACH-000491,6918638,1.730603288
ACH-000491,6445562,3.794582221
ACH-000491,25102847,0.737229723
ACH-000052,9884685,2.460416444
ACH-000052,24951314,0.350737447
ACH-000052,5208,-0.252830759
ACH-000052,53302361,0.892473895
ACH-000052,159324,3.560969245
ACH-000052,9863776,1.74677276
ACH-000052,36462,1.635826952
ACH-000052,42640,2.424342145
ACH-000052,24756910,0.134849219
ACH-000052,10027278,2.597584694
ACH-000052,6918454,3.308834908
ACH-000052,10109823,2.519553987
ACH-000052,16722836,3.335561639
ACH-000052,637858,1.224917746
ACH-000052,31703,-1.609411344
ACH-000052,44551660,3.307318914
ACH-000052,6918638,1.089869888
ACH-000052,53340664,3.347458485
ACH-000934,24951314,0.910463782
ACH-000934,6852167,1.87848741
ACH-000934,9863776,2.83085347
ACH-000934,10027278,3.157381809
ACH-000934,5289247,4.190055056
ACH-000934,637858,2.110282973
ACH-000934,11455910,-0.956946939
ACH-000934,31703,-1.151235033
ACH-000999,24951314,2.270890724
ACH-000999,6914657,-4.331157825
ACH-000999,46224516,4.144992534
ACH-000999,42640,3.449358609
ACH-000999,24756910,0.993998678
ACH-000999,42642645,1.232049197
ACH-000999,44143370,3.983556521
ACH-000999,46191454,2.73120903
ACH-000999,16722836,3.295653103
ACH-000999,637858,3.085810732
ACH-000999,44551660,3.803574485
ACH-000999,6918638,3.31256531
ACH-000999,53340664,3.050503875
ACH-000351,9884685,2.579415918
ACH-000351,24951314,2.171609267
ACH-000351,159324,2.373674568
ACH-000351,9863776,2.34319357
ACH-000351,46224516,4.925140917
ACH-000351,42640,3.289258827
ACH-000351,3218,4.080200473
ACH-000351,24756910,-0.172135646
ACH-000351,10027278,2.77724142
ACH-000351,11647372,2.101553848
ACH-000351,521106,4.680094154
ACH-000351,16722836,3.128889013
ACH-000351,637858,1.697814392
ACH-000351,300471,-4.504998921
ACH-000351,10077147,2.300894671
ACH-000351,44551660,3.831129965
ACH-000373,9863776,-1.066719365
ACH-000373,25262965,0.642530161
ACH-000373,46843772,2.652969763
ACH-001190,9884685,2.379652622
ACH-001190,24951314,1.774764833
ACH-001190,5208,1.24238648
ACH-001190,53302361,1.809719241
ACH-001190,5746,2.463099484
ACH-001190,46224516,5.164415205
ACH-001190,3218,3.952862411
ACH-001190,24756910,1.453600928
ACH-001190,10027278,3.789953411
ACH-001190,6918454,1.105982727
ACH-001190,637858,2.018598422
ACH-001190,31703,-1.623898834
ACH-001190,44551660,2.576087763
ACH-001190,6918638,1.68240077
ACH-000835,10459196,3.166692753
ACH-000835,159324,3.689360174
ACH-000835,9863776,0.327297421
ACH-000835,36462,2.814892753
ACH-000835,5746,2.355165494
ACH-000835,3218,4.176984454
ACH-000835,10027278,3.902026588
ACH-000835,637858,0.647666448
ACH-000835,31703,-0.493131183
ACH-000580,24951314,4.083850557
ACH-000580,5208,1.390153117
ACH-000580,3218,1.212017444
ACH-000580,5289247,1.892669591
ACH-000580,10109823,2.869876125
ACH-000580,6918638,3.945082146
ACH-000580,53340664,3.343482664
ACH-000535,10074640,4.255190102
ACH-000535,24951314,1.565249219
ACH-000535,176167,3.96731181
ACH-000535,6852167,4.234581506
ACH-000535,159324,3.026205933
ACH-000535,9863776,2.562299057
ACH-000535,46224516,3.539867968
ACH-000535,3218,3.027950856
ACH-000535,3463933,2.83742678
ACH-000535,44143370,4.016171358
ACH-000535,46191454,2.990271629
ACH-000535,11647372,2.524958389
ACH-000535,521106,4.993496365
ACH-000535,637858,2.257949973
ACH-000535,31703,-1.520032235
ACH-000535,44551660,3.757407787
ACH-000535,53340664,3.208348712
ACH-000291,10074640,4.132171111
ACH-000291,24951314,2.047148637
ACH-000291,159324,3.556213019
ACH-000291,36462,0.75460249
ACH-000291,46224516,4.998894611
ACH-000291,3218,2.434358724
ACH-000291,10027278,3.271945008
ACH-000291,5289247,3.265520019
ACH-000291,31703,-1.828946616
ACH-000291,44551660,3.779379794
ACH-000778,10074640,4.306589386
ACH-000778,24951314,2.684878067
ACH-000778,159324,2.37955907
ACH-000778,9863776,-0.9915912
ACH-000778,36462,1.398285223
ACH-000778,24756910,0.257920889
ACH-000778,6918848,1.443974895
ACH-000778,3463933,2.187240676
ACH-000778,44143370,4.207367695
ACH-000778,10109823,2.888747124
ACH-000778,521106,3.55140965
ACH-000778,637858,0.933094205
ACH-000778,31703,-3.167763872
ACH-000778,10077147,1.077227563
ACH-000778,6918638,1.826599384
ACH-000778,53340664,3.312615226
ACH-000527,24951314,1.854038295
ACH-000527,159324,3.885854161
ACH-000527,9863776,2.207489107
ACH-000527,5746,3.067186279
ACH-000527,46224516,2.990848211
ACH-000527,3463933,3.122112659
ACH-000527,44143370,4.175164015
ACH-000527,46191454,3.264769528
ACH-000527,10109823,2.776797484
ACH-000527,11647372,1.910920268
ACH-000527,16722836,3.153696125
ACH-000527,637858,2.870785516
ACH-000527,31703,-1.243925489
ACH-000527,6918638,1.071147782
ACH-000104,9952773,2.464580463
ACH-000104,10074640,4.213205774
ACH-000104,9863776,0.981466606
ACH-000104,160355,3.675876449
ACH-000104,36462,-1.561566662
ACH-000104,16095342,0.585395466
ACH-000104,46224516,4.188899372
ACH-000104,42640,4.321321957
ACH-000104,3218,2.069805274
ACH-000104,7251185,1.714031803
ACH-000104,3463933,2.759204428
ACH-000104,44143370,4.143300071
ACH-000104,10027278,3.668434424
ACH-000104,11373846,3.470262865
ACH-000104,5289247,-0.084769046
ACH-000104,16760646,-0.844162618
ACH-000104,10200390,2.953827885
ACH-000104,56965967,3.950257961
ACH-000104,25195352,3.736997744
ACH-000104,11625818,2.925163405
ACH-000104,9956222,1.443814544
ACH-000104,10109823,2.233190948
ACH-000104,637858,1.759589149
ACH-000104,446378,-4.293680785
ACH-000104,9810884,4.018566113
ACH-000104,25102847,2.125820234
ACH-000223,10074640,4.292832452
ACH-000223,24951314,1.927348475
ACH-000223,159324,2.337366465
ACH-000223,46224516,4.067878814
ACH-000223,3218,3.8252795
ACH-000223,3463933,3.103668444
ACH-000223,44143370,4.057221314
ACH-000223,10027278,2.577254607
ACH-000223,5289247,4.308516794
ACH-000223,10109823,2.251713878
ACH-000223,521106,4.264186665
ACH-000223,637858,3.042670022
ACH-000983,11754511,2.830132992
ACH-000983,24951314,-0.472888149
ACH-000983,176167,4.175676119
ACH-000983,6852167,3.669247423
ACH-000983,159324,2.811140839
ACH-000983,9863776,1.453327836
ACH-000983,36462,2.560464995
ACH-000983,5746,0.522376591
ACH-000983,46224516,2.815784324
ACH-000983,3218,2.607329339
ACH-000983,9903786,3.994122818
ACH-000983,3463933,4.619818124
ACH-000983,9868037,2.960969856
ACH-000983,44143370,4.043798971
ACH-000983,5289247,3.844754993
ACH-000983,6918454,2.999217871
ACH-000983,16760646,-0.406950298
ACH-000983,56965967,3.887948888
ACH-000983,10109823,2.41690529
ACH-000983,521106,3.368808253
ACH-000983,637858,2.733861851
ACH-000983,11455910,-1.104458131
ACH-000983,300471,-3.044388549
ACH-000983,31703,-1.634358534
ACH-000983,4263900,2.439497863
ACH-000983,44551660,2.161776716
ACH-000983,25102847,0.984258357
ACH-000987,24951314,2.065021956
ACH-000987,159324,2.669622173
ACH-000987,9863776,1.692577646
ACH-000987,5746,3.401138312
ACH-000987,46224516,3.745209434
ACH-000987,10027278,3.719370055
ACH-000987,11338033,2.461344493
ACH-000987,6918454,1.64086517
ACH-000987,637858,2.539775803
ACH-000987,6918638,1.428999342
ACH-000308,24951314,3.437992068
ACH-000308,46224516,4.033669453
ACH-000308,3218,4.892745058
ACH-000295,24951314,1.048449831
ACH-000295,176167,4.155221094
ACH-000295,6852167,3.558149398
ACH-000295,5208,0.158919627
ACH-000295,159324,3.556977571
ACH-000295,9863776,1.421667112
ACH-000295,36462,1.500574857
ACH-000295,5746,1.090179369
ACH-000295,46224516,3.577915521
ACH-000295,9903786,3.524942521
ACH-000295,5494449,-0.890904013
ACH-000295,7251185,1.306010075
ACH-000295,3463933,4.765408836
ACH-000295,44143370,4.01458821
ACH-000295,10027278,3.6010906
ACH-000295,16760646,0.091835625
ACH-000295,56965967,4.312305167
ACH-000295,10109823,2.861868876
ACH-000295,16722836,1.686542719
ACH-000295,637858,2.178315664
ACH-000295,11455910,-0.941910878
ACH-000295,446378,-3.518558388
ACH-000295,31703,-1.480766701
ACH-000295,44551660,2.363819238
ACH-000295,6918638,0.83413576
ACH-000295,25102847,0.065916244
ACH-000798,11404337,-0.922640993
ACH-000798,24978538,0.560758834
ACH-000798,9933475,3.293058545
ACH-000798,4261,2.992154441
ACH-000798,216239,3.13322293
ACH-000798,73555129,3.90645403
ACH-000798,5311,1.631125169
ACH-000798,10385095,-0.402617564
ACH-000798,10384072,2.548117447
ACH-000798,42642645,0.419179811
ACH-000798,46236925,1.020026199
ACH-000798,44182295,1.094697819
ACH-000798,11152667,0.913251737
ACH-000798,5460769,4.581860122
ACH-000798,6505803,-1.916600357
ACH-000798,70676303,1.867547634
ACH-000798,24856436,1.001111978
ACH-000798,41867,-1.699212219
ACH-000798,17755052,1.467537901
ACH-000798,10184653,2.238569646
ACH-000798,44632017,1.358892085
ACH-000953,11754511,1.877788345
ACH-000953,10074640,4.150165495
ACH-000953,24951314,-0.653861438
ACH-000953,6852167,3.190905455
ACH-000953,5208,1.139607079
ACH-000953,159324,2.552241586
ACH-000953,9863776,2.498063219
ACH-000953,36462,0.267610034
ACH-000953,11676786,1.814544887
ACH-000953,46224516,2.834927387
ACH-000953,42640,4.021024102
ACH-000953,3218,3.168717514
ACH-000953,46844147,1.78757659
ACH-000953,3463933,2.771147725
ACH-000953,44143370,4.132831799
ACH-000953,5289247,0.180285656
ACH-000953,10109823,2.679879935
ACH-000953,16722836,2.73945765
ACH-000953,637858,2.821749905
ACH-000953,446378,-3.41904993
ACH-000953,31703,-3.048613635
ACH-000953,44551660,1.623241896
ACH-000953,6445562,3.556533537
ACH-000153,53302361,2.234342482
ACH-000153,159324,3.95179936
ACH-000153,5746,2.477408448
ACH-000153,46224516,5.050068226
ACH-000153,3218,3.942308409
ACH-000153,10027278,3.38340432
ACH-000153,10109823,2.940013723
ACH-000153,31703,-1.783670354
ACH-000641,9952773,4.27778877
ACH-000641,5311497,-5.511637978
ACH-000641,11754511,2.99606747
ACH-000641,10074640,3.22996234
ACH-000641,11977753,-2.415339294
ACH-000641,176167,4.015088046
ACH-000641,462382,-2.166951054
ACH-000641,6852167,2.929998
ACH-000641,9863776,1.402660271
ACH-000641,126565,-1.849625771
ACH-000641,24978538,-0.411805499
ACH-000641,6253,0.403370585
ACH-000641,36462,1.905652644
ACH-000641,46224516,2.54765332
ACH-000641,42640,3.596255171
ACH-000641,3218,3.476232044
ACH-000641,4261,-1.045635065
ACH-000641,5311,0.476445031
ACH-000641,46943432,0.253187783
ACH-000641,71271629,2.184292728
ACH-000641,5329102,1.615908722
ACH-000641,42642645,0.661158936
ACH-000641,11493598,4.318202248
